job_title,occupation,records
網拍老闆                                ,16,1
網拍老闆娘,16,2
網拍自營                                ,16,1
網拍助理                                ,16,1
網拍員,16,1
網拍賣家                                ,16,2
網拍銷售人員                            ,16,1
網頁前端工程師                          ,16,2
網頁接案工程師,16,1
網頁設計                                ,16,2
網頁設計師                              ,16,1
網站管理                                ,16,1
網路工作者,16,1
網路代購                                ,16,1
網路行銷                                ,16,4
網路行銷美編                            ,16,1
網路行銷管理,16,1
網路接案                                ,16,1
網路寫手,16,1
網路廣告                                ,16,1
網路賣家                                ,16,1
網路銷售員                              ,16,1
維修                                    ,16,1
維修，業務                              ,16,1
維修員,16,2
舞台設計師                              ,16,1
舞者、演員、家教老師,16,1
舞蹈工作者                              ,16,1
舞蹈老師                                ,16,2
舞蹈教師                                ,16,1
製片                                    ,16,5
製作人,16,1
製程支援工程師                          ,16,1
領隊                                    ,16,1
領隊導遊                                ,16,1
噴漆員,16,1
審譯員                                  ,16,1
寫作、翻譯、家教、等,16,1
廚助                                    ,16,1
廣告文案,16,1
廣告企劃                                ,16,1
廣告行銷（接案）                        ,16,1
廣告動畫設計師/鋼構結構製圖師           ,16,1
廣告設計                                ,16,1
廣告設計師                              ,16,1
廣告媒體相關人員                        ,16,2
廣告製片                                ,16,1
影片內容創作者                          ,16,1
影片後製處理,16,1
影音後製                                ,16,1
影音剪輯與美術設計                      ,16,1
影音創作                                ,16,1
影音製作                                ,16,1
影視選角                                ,16,1
影像自由業                              ,16,1
影像製作                                ,16,1
德語教師                                ,16,1
數理老師                                ,16,1
數理教學老師                            ,16,1
數學家教老師,16,1
樣本師,16,1
模特兒                                  ,16,5
樂手                                    ,16,2
樂手、老師                              ,16,1
樂手、音樂老師                          ,16,1
樂團經理                                ,16,1
潛水自由教練                            ,16,1
潛水教練                                ,16,1
編劇                                    ,16,2
編輯,16,4
編譜師                                  ,16,1
編譯,16,1
線上平台英語教師,16,1
課長                                    ,16,1
課輔老師                                ,16,2
賣衣服                                  ,16,1
賣家                                    ,16,3
輪機工程師,16,1
銷售,16,6
銷售/行銷                               ,16,1
銷售人員                                ,16,1
銷售員,16,10
銷售副理,16,1
銷售業務,16,1
銷售課長                                ,16,1
銷售顧問                                ,16,1
養樂多媽媽                              ,16,1
駕駛,16,3
駕駛員                                  ,16,1
髮型師                                  ,16,2
髮型設計師                              ,16,2
壁畫設計自由接案                        ,16,1
學生                                    ,16,3
學徒,16,3
學校國樂社團老師、國樂家教、樂團演奏樂  ,16,1
導遊、司機                              ,16,1
導演                                    ,16,6
導演/負責人                             ,16,1
導演及音樂設計                          ,16,2
導演助理                                ,16,1
操作員,16,1
撿貨員,16,1
整理師                                  ,16,1
整復師                                  ,16,1
整體造型師,16,1
機電工程師,16,1
燈光師,16,1
燈光設計                                ,16,2
燈光設計（舞台監督）                    ,16,1
諮商心理師,16,2
諮商師                                  ,16,1
諮詢師                                  ,16,1
辦公室主任                              ,16,2
鋼琴老師                                ,16,5
鋼琴教師                                ,16,1
錄音助理                                ,16,1
錄音師                                  ,16,1
隨扈司機                                ,16,1
戲劇經紀人,16,1
戲劇幕後                                ,16,1
檢測員                                  ,16,1
營業副課長                              ,16,1
營運業務管理                            ,16,1
營銷,16,1
環保人員,16,1
環教師、插畫設計師、講師                ,16,1
療癒師                                  ,16,1
縫紉師                                  ,16,1
總工程師,16,1
總務                                    ,16,6
總幹事                                  ,16,1
總經理                                  ,16,7
總監                                    ,16,9
臨工                                    ,16,1
臨時人員                                ,16,1
臨時工                                  ,16,1
臨時助理                                ,16,1
臨時員                                  ,16,1
襄里                                    ,16,1
講師                                    ,16,6
闆娘                                    ,16,1
韓語家教                                ,16,1
韓語講師                                ,16,1
櫃台,16,1
櫃檯                                    ,16,3
禮車司機,16,1
禮儀服務人員                            ,16,1
禮儀師                                  ,16,2
翻譯,16,17
翻譯、講師                              ,16,1
翻譯/口譯,16,1
翻譯人員                                ,16,1
翻譯師                                  ,16,2
職員,16,12
職業駕駛                                ,16,1
覆蓋師                                  ,16,1
轉職投資                                ,16,1
醫師私人助理                            ,16,1
寵物美容師,16,3
寵物訓練師,16,1
簽約工程師                              ,16,1
簽約藝人                                ,16,1
繪師                                    ,16,1
繪圖,16,1
繪圖員                                  ,16,1
藝人,16,2
藝術品修復師,16,1
藝術家                                  ,16,2
藝術家助理                              ,16,1
藝術創作                                ,16,1
藝術創作、影片製作                      ,16,1
藝術總監                                ,16,3
藝術攝影師,16,1
譯者,16,4
攝影,16,2
攝影，導演                              ,16,1
攝影、英語家教                          ,16,1
攝影工作者,16,1
攝影助理                                ,16,2
攝影師,16,44
攝影師、剪接師                          ,16,1
攝影剪輯                                ,16,1
攝影接案                                ,16,1
攝影導演                                ,16,1
顧主                                    ,16,1
顧問                                    ,16,8
顧問師                                  ,16,1
體能老師                                ,16,1
,17,4
                                        ,17,4
Boss                                    ,17,1
CEO,17,3
PM                                      ,17,1
Trader                                  ,17,1
一般技術員                              ,17,1
一般營業員                              ,17,1
一般職員                                ,17,3
二代,17,1
工                                      ,17,1
工作人員                                ,17,1
工作室負責人                            ,17,1
工程師                                  ,17,4
工頭                                    ,17,1
內場＆負責人                            ,17,1
公司主管,17,1
文書,17,1
文案企畫                                ,17,1
木工                                    ,17,1
主任,17,3
主要運營者,17,1
主理人,17,1
主管                                    ,17,4
代表取締役                              ,17,1
出貨                                    ,17,1
加盟主                                  ,17,1
包貨員                                  ,17,1
占卜師/占星師                           ,17,1
司機,17,2
台主                                    ,17,1
外送,17,2
外送員                                  ,17,1
外場                                    ,17,1
市場開發                                ,17,1
平面設計師,17,3
打工仔                                  ,17,1
正職人員,17,1
企劃,17,1
共同創辦人,17,1
合夥人                                  ,17,2
合夥人兼髮型設計師                      ,17,1
地區經理,17,1
地磚工程師                              ,17,1
宅配負責人,17,1
老板                                    ,17,2
老師,17,2
老闆                                    ,17,56
老闆娘                                  ,17,11
自由接案                                ,17,1
自由教練                                ,17,1
自學技能接案                            ,17,1
自營,17,3
自營商                                  ,17,2
自營業者                                ,17,1
自顧人士                                ,17,1
行政,17,3
行政人員,17,2
行政及文書事務人員                      ,17,1
行政統籌,17,1
行銷                                    ,17,1
行銷企劃                                ,17,4
行銷長                                  ,17,1
行銷通路總監(其一股東)                  ,17,1
助理,17,5
助理研究員                              ,17,1
快計                                    ,17,1
技工                                    ,17,1
技師                                    ,17,6
技術人員                                ,17,1
技術士                                  ,17,1
技術工                                  ,17,1
技術員,17,1
投資                                    ,17,1
投資人                                  ,17,1
投資部專員                              ,17,1
投資經理                                ,17,1
投資管理                                ,17,1
私人教練                                ,17,1
事務員,17,1
其他,17,1
到府保母                                ,17,2
協理                                    ,17,1
命理師,17,1
居家保育員,17,1
店長,17,45
店員,17,4
服務人員,17,2
服務及銷售業務人員                      ,17,1
服飾店老闆                              ,17,1
法務長                                  ,17,1
直播主                                  ,17,1
直銷商                                  ,17,1
股東                                    ,17,10
金融交易員                              ,17,1
門市                                    ,17,1
門市人員                                ,17,1
室內裝潢工                              ,17,1
客戶支援工程師                          ,17,1
客服,17,1
客服主管,17,1
按摩師                                  ,17,1
施作人員                                ,17,1
美甲美睫師闆娘,17,1
美甲師                                  ,17,2
美甲造型師                              ,17,1
美容師                                  ,17,5
美睫師,17,1
美編                                    ,17,1
負責人                                  ,17,356
負責人/紋繡師                           ,17,1
負責人/設計,17,1
負責人或代表人                          ,17,2
兼職,17,1
員工                                    ,17,24
師父                                    ,17,1
師傅                                    ,17,1
烘焙師                                  ,17,2
烤漆師                                  ,17,1
班主任                                  ,17,5
祕書                                    ,17,1
秘書,17,2
紋?師                                   ,17,1
紋繡師,17,2
財務協理                                ,17,1
送貨員                                  ,17,1
健身教練                                ,17,1
副店長                                  ,17,1
副理                                    ,17,5
副總,17,2
副總經理                                ,17,2
執行合夥人,17,1
執行長                                  ,17,7
執行副總,17,1
執行總監                                ,17,2
專用,17,1
專員                                    ,17,1
專案經理                                ,17,1
專業投資人                              ,17,1
彩妝師                                  ,17,1
採購經理                                ,17,1
教師,17,2
教練                                    ,17,1
理事,17,1
組長                                    ,17,1
規劃師                                  ,17,1
規劃師助理                              ,17,1
設計助理                                ,17,1
設計師,17,23
設計總監                                ,17,5
造型師                                  ,17,3
魚販                                    ,17,1
創始人                                  ,17,1
創意指導                                ,17,1
創辦人,17,2
創辦人&總經理,17,1
測量助理                                ,17,1
無,17,32
程式設計                                ,17,1
貿易商                                  ,17,1
雇主,17,3
園長                                    ,17,1
微辦秘書                                ,17,1
會計                                    ,17,29
業主                                    ,17,1
業務                                    ,17,15
業務，銷售，司機,17,1
業務人員                                ,17,2
業務工程師                              ,17,1
業務助理                                ,17,1
業務經理                                ,17,6
督導                                    ,17,1
經理                                    ,17,32
經理人,17,1
經銷商,17,1
經營者                                  ,17,2
董事                                    ,17,5
董事長,17,9
董事長、總經理、負責人／代表人、執行長,17,5
董事長特助                              ,17,2
董監事                                  ,17,1
裝冷氣師傅                              ,17,1
裝潢師傅                                ,17,1
資訊                                    ,17,1
資深設計師                              ,17,1
電子工程師                              ,17,1
電商經理                                ,17,1
僱主                                    ,17,3
實習生                                  ,17,1
監察                                    ,17,1
監察人                                  ,17,1
管理者                                  ,17,2
網拍                                    ,17,1
網路賣家,17,1
廚房人員                                ,17,1
廚師                                    ,17,1
廣告人員                                ,17,1
廠長,17,3
廠務長                                  ,17,1
撰稿,17,1
蝦皮代購賣家                            ,17,1
銷售                                    ,17,3
銷售服飾,17,1
銷售員                                  ,17,1
銷售業務,17,2
銷售經理,17,2
操盤手,17,1
營造建築相關工程師                      ,17,2
營運長,17,1
營運管理經理                            ,17,1
總裁                                    ,17,2
總經理,17,18
總監                                    ,17,7
總編輯                                  ,17,1
櫃台                                    ,17,1
禮服設計師                              ,17,1
職員                                    ,17,10
繪師                                    ,17,1
繪圖員                                  ,17,1
藝術總監                                ,17,2
攝影師,17,4
攤販                                    ,17,1
,18,7
                                        ,18,3
2D合成                                  ,18,1
2D美術設計師                            ,18,1
2D動畫師                                ,18,1
3D Artist                               ,18,1
3D人員                                  ,18,1
3D建模師                                ,18,1
3D動畫師,18,2
3D繪圖師,18,1
Account Execution                       ,18,1
accountmanager                          ,18,1
AE                                      ,18,1
Assistant Project Manager,18,1
CEO,18,2
Data Engineer                           ,18,1
demo老師                                ,18,1
Game Operation                          ,18,1
GeneralManager                          ,18,1
HR                                      ,18,2
it工程師,18,1
Marketing                               ,18,1
Marketing Specialist                    ,18,1
MIS                                     ,18,1
MIS工程師                               ,18,1
MusicDataCoodinator,18,1
Online Chinese Tutor                    ,18,1
PM                                      ,18,1
Product Director,18,1
Promo編導                               ,18,1
Sales,18,1
Sales Support                           ,18,1
SVP of Design,18,1
UI設計師                                ,18,1
Videocooperator                         ,18,1
Youtuber,18,2
一般人員                                ,18,1
一般主管,18,3
一般行政                                ,18,3
一般員工,18,6
一般職員,18,62
一般職務                                ,18,1
一等專員                                ,18,1
人事,18,1
人資（約聘）                            ,18,1
人資專員,18,2
口碑行銷,18,1
小提琴教師                              ,18,1
小說編輯                                ,18,1
工作人員                                ,18,1
工程人員                                ,18,1
工程師,18,7
工程攝影師                              ,18,1
工讀                                    ,18,1
工讀生                                  ,18,7
才藝老師,18,2
不動產事業部總經理                      ,18,1
中師,18,2
中籍教師                                ,18,1
內容企劃,18,1
內容作者                                ,18,1
內容執行製作                            ,18,2
內容部副理                              ,18,1
內容編輯,18,1
內勤,18,3
公關                                    ,18,2
公關專員,18,7
分園園長,18,1
文字客服                                ,18,1
文字記者,18,6
文字編輯,18,5
文書處理                                ,18,2
文案                                    ,18,2
文案企劃                                ,18,1
日文行政助理                            ,18,1
日文家教老師                            ,18,1
日文教師,18,1
日文翻譯                                ,18,1
日間編輯兼職,18,1
日語教師,18,1
主任,18,29
主持人,18,2
主控助理導播                            ,18,1
主控導播,18,1
主筆                                    ,18,1
主管                                    ,18,8
主管助理                                ,18,1
主播,18,2
主編                                    ,18,13
主辦                                    ,18,1
代理教師                                ,18,3
代課鐘點老師                            ,18,1
出納                                    ,18,1
加盟顧問,18,1
去背人員,18,1
司機                                    ,18,2
台中區區長,18,1
台長                                    ,18,2
台灣講師,18,1
外文版權主任                            ,18,1
外包翻譯（遠端作業）                    ,18,1
外派發掘人員                            ,18,1
外務                                    ,18,1
外部設計師                              ,18,1
平台經理                                ,18,1
平面/網頁設計                           ,18,1
平面公關                                ,18,1
平面動態設計師                          ,18,1
平面設計                                ,18,10
平面設計(遠距)                          ,18,1
平面設計師                              ,18,14
平面設計師(居家辦公)                    ,18,1
平面製管                                ,18,1
幼師,18,1
幼教老師                                ,18,1
幼教師,18,1
正式教師                                ,18,1
正職                                    ,18,2
正職安親老師,18,1
正職行政                                ,18,1
正職助教                                ,18,1
正職員工                                ,18,1
生活風尚主編                            ,18,1
用戶成長經理                            ,18,1
企宣專員                                ,18,1
企畫                                    ,18,1
企畫主任,18,1
企畫經理                                ,18,2
企業發展部主任                          ,18,1
企劃,18,42
企劃人員                                ,18,2
企劃主任                                ,18,3
企劃助理                                ,18,5
企劃助理編輯,18,1
企劃宣傳                                ,18,1
企劃員                                  ,18,1
企劃副理,18,1
企劃副總監                              ,18,1
企劃執行,18,2
企劃專員                                ,18,6
企劃組長                                ,18,3
企劃設計,18,1
企劃部經理                              ,18,1
企劃業務,18,1
企劃經理,18,4
企劃編輯,18,3
企劃總監                                ,18,1
全職老師                                ,18,1
全職員工                                ,18,1
共同負責人,18,1
共同創辦人                              ,18,3
印刷設計助理                            ,18,2
印刷業務                                ,18,1
吉他老師                                ,18,1
合夥人,18,2
地面推廣專員,18,1
多媒體企劃師                            ,18,1
多媒體行銷組長,18,1
多媒體動畫師,18,1
多媒體設計                              ,18,1
字幕員,18,2
字幕專員                                ,18,1
安親老師,18,21
安親助教                                ,18,1
安親班老師                              ,18,14
安親班導師,18,1
安親教師,18,5
安親課輔                                ,18,1
安親課輔老師,18,1
安親導師                                ,18,3
年級導師                                ,18,2
成音工程師                              ,18,1
托育人員                                ,18,4
有氧老師                                ,18,1
老師,18,90
老闆                                    ,18,2
自由工作者                              ,18,1
自由接案譯者                            ,18,1
自由譯者                                ,18,2
自媒體,18,1
自然科教師                              ,18,1
自營                                    ,18,2
行政                                    ,18,45
行政、教師                              ,18,1
行政、課輔老師                          ,18,1
行政人員,18,34
行政人員(影片剪輯師)                    ,18,1
行政人員+課後班老師                     ,18,1
行政工讀,18,1
行政及文書事務人員                      ,18,8
行政主管                                ,18,1
行政老師                                ,18,5
行政助理,18,15
行政副主任                              ,18,1
行政專員                                ,18,8
行政專員（本人育嬰留停中）              ,18,1
行政組長                                ,18,1
行政組員                                ,18,1
行政會計                                ,18,2
行政業務                                ,18,1
行政經理                                ,18,2
行政管理                                ,18,1
行政輔導老師                            ,18,1
行政編輯                                ,18,1
行政導師,18,4
行政總務,18,1
行政總監,18,1
行政櫃台                                ,18,2
行政櫃台老師                            ,18,1
行政櫃檯,18,5
行銷,18,16
行銷人員                                ,18,2
行銷公關                                ,18,1
行銷公關副理                            ,18,1
行銷主任                                ,18,1
行銷主管                                ,18,1
行銷企劃                                ,18,40
行銷企劃人員                            ,18,2
行銷企劃主任                            ,18,1
行銷企劃經理,18,1
行銷助理,18,5
行銷副理,18,1
行銷專員                                ,18,12
行銷設計,18,2
行銷部數位行銷                          ,18,1
行銷策劃                                ,18,2
行銷業務                                ,18,3
行銷業務助理                            ,18,1
行銷業務總監,18,1
行銷經理                                ,18,2
行銷營運,18,1
行銷總監,18,2
行銷顧問                                ,18,1
作業員                                  ,18,1
助教                                    ,18,1
助理                                    ,18,10
助理工程師,18,4
助理主持人,18,1
助理老師                                ,18,1
助理客服,18,1
助理研究員,18,2
助理班導                                ,18,1
助理剪接師                              ,18,1
助理動畫師                              ,18,1
助理動畫設計師                          ,18,1
助理專員                                ,18,2
助理教師                                ,18,1
助理教授,18,1
助理管理師                              ,18,1
助理編輯                                ,18,7
助理編輯（工讀）                        ,18,1
助理導播,18,8
技術長                                  ,18,1
技術編輯,18,1
投資人                                  ,18,1
身心靈老師                              ,18,1
巡演經理                                ,18,1
事務員                                  ,18,1
事業開發主管                            ,18,1
亞太區區域發展經理,18,1
兒美老師                                ,18,2
其他                                    ,18,5
其他（如機械／工藝等相關人員）          ,18,1
典藏專員                                ,18,1
制管,18,1
協力製片                                ,18,1
協拍專員                                ,18,1
店長,18,4
招生業務員                              ,18,1
招募專員                                ,18,1
服務及銷售人員                          ,18,1
服務及銷售業務人員                      ,18,4
服裝管理                                ,18,1
武術教練                                ,18,1
法務                                    ,18,4
法務專員,18,1
版權                                    ,18,1
版權企劃                                ,18,1
版權採購專員                            ,18,1
物流行政,18,1
直播主                                  ,18,2
直播助理,18,2
直播組長                                ,18,1
直播經營組長,18,1
社工員                                  ,18,1
社長                                    ,18,2
社長/總編輯                             ,18,1
社群小編                                ,18,1
社群企劃                                ,18,5
社群行銷                                ,18,1
社群行銷專員                            ,18,1
社群專員                                ,18,1
社群專案經理                            ,18,1
社群媒體,18,1
社群影音企劃                            ,18,1
社群編輯                                ,18,1
社群營運                                ,18,1
社團老師,18,1
社團教師,18,2
空間設計師,18,2
初級專員                                ,18,1
表演藝人                                ,18,1
表演廳場服專員                          ,18,1
門市人員,18,1
前端工程師                              ,18,1
南二區副總監                            ,18,1
南方創客基地 - 業務督導,18,1
南部特派員                              ,18,1
品牌企劃                                ,18,1
品牌行銷企劃專員                        ,18,1
品牌長                                  ,18,1
品牌設計師,18,1
品牌部門經理                            ,18,1
品牌經理                                ,18,1
品牌營運主管                            ,18,1
品類運營專員                            ,18,1
室內設計師                              ,18,1
室長                                    ,18,1
客戶執行                                ,18,1
客戶創新長暨企劃總監                    ,18,1
客戶經理                                ,18,3
客服,18,1
客服人員                                ,18,1
客服代表                                ,18,1
客服專員                                ,18,5
客服經理,18,1
客務執行,18,1
客務專員                                ,18,1
建模設計師                              ,18,1
後期資訊                                ,18,1
後期製片,18,2
後期製作                                ,18,2
後期調光部                              ,18,1
後製人員                                ,18,1
後製剪接                                ,18,1
後製剪輯                                ,18,2
活動企劃                                ,18,2
活動專員                                ,18,1
活動總監                                ,18,1
看板管理小幫手                          ,18,1
研究助理,18,11
研究員                                  ,18,2
研究員/助理教授,18,1
研究專員,18,1
研究總監,18,1
研修培訓專員                            ,18,1
研發人員                                ,18,1
研發美術                                ,18,1
研發經理,18,1
約聘工程師                              ,18,1
約聘助理                                ,18,2
約聘美術                                ,18,1
約聘員工                                ,18,1
約僱服務員                              ,18,1
美工                                    ,18,5
美工人員                                ,18,3
美工行政                                ,18,1
美工編輯                                ,18,1
美術,18,2
美術人員                                ,18,1
美術老師                                ,18,6
美術動畫師                              ,18,1
美術動畫專員                            ,18,1
美術執行                                ,18,1
美術專員                                ,18,1
美術教師                                ,18,2
美術設計,18,8
美術設計人員                            ,18,1
美術設計師                              ,18,2
美術設計經理                            ,18,1
美術編輯                                ,18,6
美術總監                                ,18,1
美語老師,18,17
美語行政                                ,18,1
美語教師,18,8
美語教務                                ,18,1
美編                                    ,18,7
美編/網頁設計                           ,18,1
美編設計                                ,18,4
美編設計人員,18,1
美編設計師                              ,18,1
英文字幕編審                            ,18,1
英文老師,18,35
英文助教                                ,18,2
英文教室                                ,18,1
英文教師                                ,18,5
英文編輯                                ,18,1
英語老師,18,2
英語教師                                ,18,2
英語學習諮詢顧問,18,1
計時工                                  ,18,1
計畫人員                                ,18,1
計畫研究專員,18,2
負責人                                  ,18,108
負責人 / 導演,18,1
負責人或代表人                          ,18,2
面試官                                  ,18,1
音效師                                  ,18,1
音樂人                                  ,18,1
音樂主任,18,1
音樂老師,18,4
音樂版權專員,18,1
音樂執行製作,18,1
音樂監製                                ,18,1
音樂編輯,18,1
音樂總監                                ,18,4
音樂講師                                ,18,3
音響工程執行,18,1
音響師                                  ,18,1
首席講師                                ,18,1
倉庫兼職                                ,18,1
倉管                                    ,18,2
兼任研究員                              ,18,2
兼任教師                                ,18,1
兼任講師,18,2
兼課老師                                ,18,1
兼職,18,1
兼職人員                                ,18,1
兼職外稿編輯                            ,18,1
兼職老師                                ,18,2
兼職教師                                ,18,2
兼職業務                                ,18,1
兼職導師                                ,18,1
原畫師,18,2
員工,18,8
家庭教師,18,2
家教                                    ,18,2
家教老師                                ,18,5
展場設計,18,1
庫存專員                                ,18,1
效果師,18,1
書記                                    ,18,1
書籍銷售                                ,18,1
校內工讀生                              ,18,1
校長                                    ,18,1
校長秘書,18,1
校務督導                                ,18,1
海外遊學顧問                            ,18,1
特助                                    ,18,4
特派員,18,2
特約事務員                              ,18,1
特約記者                                ,18,1
特約編輯,18,1
班主任,18,19
班務主任                                ,18,1
班務課輔組長                            ,18,1
班導師,18,5
留學專員,18,1
留學教師,18,1
秘書                                    ,18,6
記者,18,53
訓導主任                                ,18,1
財務,18,1
財務主管                                ,18,2
財務行政                                ,18,1
財務助理,18,2
財務長                                  ,18,1
財務專員                                ,18,4
財務部專員                              ,18,1
財務經理                                ,18,3
財務總監                                ,18,2
財會                                    ,18,1
財經小編                                ,18,1
配樂師                                  ,18,1
高年級代班老師                          ,18,1
高專                                    ,18,1
高階主管,18,1
剪接                                    ,18,2
剪接助理,18,2
剪接師,18,16
剪接師助理                              ,18,1
剪輯                                    ,18,7
剪輯人員,18,1
剪輯師,18,12
剪輯動畫師                              ,18,1
副主任                                  ,18,6
副主編                                  ,18,4
副室長                                  ,18,1
副研究員                                ,18,1
副美術編輯,18,1
副班主任                                ,18,1
副執行長,18,1
副教授                                  ,18,2
副理                                    ,18,14
副發行人,18,1
副資深企劃,18,2
副營業總監,18,1
副總                                    ,18,4
副總經理,18,5
副總監                                  ,18,1
副總編,18,1
副總編輯,18,2
副總編輯（麥田出版）                    ,18,1
動畫師,18,16
動畫師，美術                            ,18,1
動畫剪輯師                              ,18,1
動態設計師                              ,18,2
動態攝影                                ,18,1
動態攝影師                              ,18,2
區經理                                  ,18,1
商品企劃,18,1
商品開發                                ,18,1
商品開發專員                            ,18,1
商務                                    ,18,1
商務開發                                ,18,1
商務開發專員                            ,18,1
商務開發經理,18,1
商務開發資深顧問                        ,18,1
商務總監                                ,18,1
商開祕書,18,1
商業設計師                              ,18,2
商業攝影師                              ,18,1
國小數學講師,18,1
國小導師                                ,18,1
國中數學老師                            ,18,1
國中導師                                ,18,1
國文教師                                ,18,1
國際財經記者                            ,18,1
執行                                    ,18,2
執行企劃                                ,18,5
執行助理,18,1
執行長,18,6
執行師                                  ,18,1
執行秘書                                ,18,3
執行副總                                ,18,1
執行製片,18,2
執行製作                                ,18,8
執行製作人,18,4
執行編輯                                ,18,9
執行總監                                ,18,1
執秘,18,1
培訓                                    ,18,1
專任助理,18,3
專任英語教師,18,1
專任教師                                ,18,2
專任講師                                ,18,1
專科教師                                ,18,1
專員,18,45
專案                                    ,18,2
專案AE,18,1
專案人員,18,4
專案主持人,18,1
專案主編                                ,18,1
專案企劃                                ,18,13
專案助理                                ,18,5
專案研究助理,18,1
專案負責人                              ,18,1
專案副理                                ,18,4
專案副總經理,18,1
專案執行,18,11
專案統籌                                ,18,1
專案經理                                ,18,31
專案經理人                              ,18,1
專案管理                                ,18,6
專案管理師,18,1
專案製作人                              ,18,1
專案影音編輯                            ,18,1
專案編輯                                ,18,1
專案編輯、文字                          ,18,1
專職數學老師                            ,18,1
帶班導師                                ,18,1
接案設計師                              ,18,1
授課老師,18,1
授課師                                  ,18,1
授權業務,18,1
授權經理                                ,18,1
採訪組長,18,1
採訪編輯                                ,18,4
採購                                    ,18,2
排班人員,18,1
教育專員,18,1
教育推廣部經理,18,1
教保員,18,9
教室長                                  ,18,1
教研                                    ,18,2
教師,18,82
教師及行政人員,18,1
教務                                    ,18,3
教務主任                                ,18,5
教務行政,18,1
教授                                    ,18,4
教授兼主任                              ,18,1
教練                                    ,18,2
教學,18,1
教學人員                                ,18,1
教學主管                                ,18,1
教學主編                                ,18,2
教學老師,18,1
教學組長                                ,18,3
教學部主任                              ,18,1
教職及教育相關人員                      ,18,2
教職員,18,2
晚班職員                                ,18,1
理事                                    ,18,2
現場執行                                ,18,1
現場製片                                ,18,1
產品行銷專員,18,1
產品專員                                ,18,1
產品設計師                              ,18,1
產品部主任                              ,18,1
產品部經理                              ,18,1
產品經理                                ,18,1
票務專員                                ,18,1
組長,18,4
組員                                    ,18,2
規劃師                                  ,18,1
設計,18,25
設計人員                                ,18,5
設計助理,18,2
設計美編                                ,18,2
設計師,18,49
設計副理,18,1
設計專員,18,1
設計部門,18,1
設計部門副理,18,1
設計總監                                ,18,4
設覺設計                                ,18,1
責任編輯                                ,18,2
軟體工程師,18,1
透視設計師,18,1
部落客,18,1
創作人                                  ,18,1
創作者影片企劃實習生                    ,18,1
創意文案                                ,18,3
創意企劃,18,2
創意指導,18,4
創意經理                                ,18,1
創意總監,18,7
創辦人,18,2
創辦者,18,1
博士後研究                              ,18,1
博士後研究員,18,1
博士後研究學者,18,1
博物館駐點設計師,18,1
圍棋老師                                ,18,1
媒體公關                                ,18,1
媒體代理                                ,18,1
媒體企劃                                ,18,2
媒體企劃主任                            ,18,1
媒體企劃副理                            ,18,1
媒體企劃專員                            ,18,1
媒體行銷                                ,18,1
媒體服務執行                            ,18,1
媒體執行                                ,18,1
媒體專員,18,1
媒體組長                                ,18,1
媒體規劃師,18,1
媒體部主任                              ,18,1
媒體部副理                              ,18,1
媒體業務經理                            ,18,1
媒體經理                                ,18,1
媒體購買                                ,18,2
媒體購買專員                            ,18,1
插畫                                    ,18,1
插畫師                                  ,18,1
提案經理                                ,18,1
測試,18,1
無                                      ,18,2
發行專員                                ,18,1
童書編輯,18,1
策展主任,18,1
策展企劃                                ,18,1
策略企劃總監                            ,18,1
策略長,18,1
策劃                                    ,18,1
策劃製片                                ,18,1
策劃總監,18,1
結構設計                                ,18,1
華文老師,18,1
華語老師                                ,18,1
視訊師,18,1
視覺企劃管理,18,1
視覺形象設計師,18,1
視覺特效師                              ,18,1
視覺設計                                ,18,2
視覺設計師                              ,18,9
視聽技術專員                            ,18,1
象棋教師 出納                           ,18,1
開發企劃                                ,18,1
